Timestamp,"I declare that I have read, understood, and wish to participate in the survey conducted by the ISCB Regional Student Group - Brazil.",Race/Color?,Which of the following terms do you think best describes your gender?,In which state of Brazil do you currently work/study/live?,What is your academic level?,"According to your experience, which of the options best describes you?","Among these options, which one best describes your professional profile?","Among these options, which one best describes your professional profile?","If others, which one?","Among these options, which one best describes your professional profile?","Taking into account your needs, which aspects of Bioinformatics would you most like to see in a course? [Biology knowledge]","Considering your needs, which aspects of Bioinformatics would you most like to see in a course? [Statistical methods and Data Science]","Considering your needs, which aspects of Bioinformatics would you most like to see in a course? [Computational and programming skills]","Considering your needs, which aspects of Bioinformatics would you most like to see in a course? [Ethical implications and societal repercussions of Bioinformatics]","Considering your needs, which aspects of Bioinformatics would you most like to see in a course? [Applications of Bioinformatics]","Considering your needs, which aspects of Bioinformatics would you most like to see in a course? [Communication in Bioinformatics]","Considering your needs, which aspects of Bioinformatics would you most like to see in a course? [Continuing Development in Bioinformatics]","Among the topics below, which one(s) would you like to deepen your knowledge and develop skills in Bioinformatics?","Considering your experience in the field, at what level of learning would you like to receive courses and training offered in Computational Biology?"
08/11/2023 09:12:46,Yes,I am white,Woman / Female (Cisgender),Minas Gerais (MG),PhD / PhD Student,User,Academic,,,,3,7,7,5,7,7,6,"DNA and Genomics, RNA and Transcriptomics",Advanced
08/11/2023 09:31:52,Yes,I am white,Man / Male (Cisgender),Minas Gerais (MG),PhD / PhD Student,Scientist,,Academic in the field of computational biology and related areas,,,6,7,6,3,6,6,6,"Proteins and Proteomics,  Artificial Intelligence and Data Science in Bioinformatics,  Structural Biology and Modeling,Career Mentoring in Bioinformatics","Intermediate, Advanced"
08/11/2023 10:04:52,Yes,I am brown-skinned,Woman / Female (Cisgender),Paraná (PR),PhD / PhD Student,User,Academic,,,,7,5,5,5,6,6,5,"DNA and Genomics, Phylogeny and Evolution, Metagenomics and Microbiome",Basic
08/11/2023 10:34:35,Yes,I am white,Man / Male (Cisgender),Goiás (GO),Posdoc,Scientist,,Academic in the field of computational biology and related areas,,,3,7,7,3,7,3,7,"DNA and Genomics, Phylogeny and Evolution, Metagenomics and Microbiome, Database and Software Development",Advanced
08/11/2023 10:44:52,Yes,I am white,Man / Male (Cisgender),Minas Gerais (MG),Master / Master Student,User,Academic,,,,3,7,7,5,5,5,7,"DNA and Genomics, RNA and Transcriptomics, Proteins and Proteomics, Metabolomics and Systems Biology,  Artificial Intelligence and Data Science in Bioinformatics, Database and Software Development","Intermediate, Advanced"
08/11/2023 10:46:26,Yes,I am white,Man / Male (Cisgender),São Paulo (SP),Bachelor / Undergraduate Student,User,Academic,,,,4,6,6,5,7,5,6,"DNA and Genomics,  Artificial Intelligence and Data Science in Bioinformatics, Database and Software Development,Career Mentoring in Bioinformatics",Basic
08/11/2023 10:55:07,Yes,I am white,Man / Male (Cisgender),Rio Grande do Norte (RN),PhD / PhD Student,User,Clinical Analysis,,,,7,7,7,6,7,2,5,"DNA and Genomics, Phylogeny and Evolution, Metagenomics and Microbiome,  Artificial Intelligence and Data Science in Bioinformatics, Molecular Basis of Cancer, Personalized Medicine","Intermediate, Advanced"
08/11/2023 10:59:57,Yes,I am brown-skinned,Man / Male (Cisgender),Rio Grande do Norte (RN),PhD / PhD Student,Developer,,,,Bioinformatics software developer/engineer,7,7,4,5,5,4,5,"DNA and Genomics, RNA and Transcriptomics, Proteins and Proteomics,  Artificial Intelligence and Data Science in Bioinformatics, Database and Software Development, Molecular Basis of Cancer","Intermediate, Advanced"
08/11/2023 11:00:46,Yes,I am brown-skinned,Woman / Female (Cisgender),Pará (PA),PhD / PhD Student,User,Academic,,,,4,5,2,2,4,3,5,"DNA and Genomics, Metagenomics and Microbiome, RNA and Transcriptomics, Epigenomics,  Artificial Intelligence and Data Science in Bioinformatics, Molecular Basis of Cancer,  Structural Biology and Modeling","Basic, Intermediate"
08/11/2023 11:11:29,Yes,I am white,Woman / Female (Cisgender),Paraíba (PB),PhD / PhD Student,User,Professor,,,,7,7,7,7,5,6,7,"DNA and Genomics, Phylogeny and Evolution, Proteins and Proteomics, Metabolomics and Systems Biology,  Artificial Intelligence and Data Science in Bioinformatics, Molecular Basis of Cancer,  Structural Biology and Modeling","Basic, Intermediate, Advanced"
08/11/2023 11:27:42,Yes,I am white,Man / Male (Cisgender),Paraná (PR),Bachelor / Undergraduate Student,User,Academic,,,,6,6,3,3,6,3,3," Artificial Intelligence and Data Science in Bioinformatics, Molecular Basis of Cancer, Personalized Medicine,  Structural Biology and Modeling",Basic
08/11/2023 11:35:37,Yes,I am white,Woman / Female (Cisgender),Espírito Santo (ES),PhD / PhD Student,User,Academic,,,,7,6,5,4,7,4,7,"DNA and Genomics, Phylogeny and Evolution, RNA and Transcriptomics, Proteins and Proteomics,  Artificial Intelligence and Data Science in Bioinformatics, Database and Software Development,  Structural Biology and Modeling",Intermediate
08/11/2023 11:43:41,Yes,I am white,Woman / Female (Cisgender),Espírito Santo (ES),PhD / PhD Student,User,Academic,,,,7,7,6,6,6,4,4,"DNA and Genomics, Phylogeny and Evolution, Metagenomics and Microbiome, RNA and Transcriptomics, Proteins and Proteomics","Basic, Intermediate"
08/11/2023 12:48:16,Yes,I am white,Woman / Female (Cisgender),Espírito Santo (ES),PhD / PhD Student,User,Academic,,,,4,7,7,7,7,7,7,"DNA and Genomics, RNA and Transcriptomics, Epigenomics,  Artificial Intelligence and Data Science in Bioinformatics",Basic
08/11/2023 12:53:42,Yes,I am white,Man / Male (Cisgender),Rio Grande do Sul (RS),Bachelor / Undergraduate Student,User,Academic,,,,6,7,7,3,7,6,7,"Metagenomics and Microbiome, RNA and Transcriptomics, Epigenomics, Metabolomics and Systems Biology,  Artificial Intelligence and Data Science in Bioinformatics, Database and Software Development, Molecular Basis of Cancer,Career Mentoring in Bioinformatics",Intermediate
08/11/2023 13:37:22,Yes,I am white,Man / Male (Cisgender),São Paulo (SP),PhD / PhD Student,User,Academic,,,,7,7,7,7,7,7,7,"DNA and Genomics, RNA and Transcriptomics, Epigenomics, Proteins and Proteomics,  Artificial Intelligence and Data Science in Bioinformatics, Didactics and Communication in Bioinformatics,  Structural Biology and Modeling","Intermediate, Advanced"
08/11/2023 13:56:45,Yes,I am white,Woman / Female (Cisgender),Espírito Santo (ES),PhD / PhD Student,User,Academic,,,,4,7,7,2,5,5,7,"DNA and Genomics, Metagenomics and Microbiome,  Artificial Intelligence and Data Science in Bioinformatics, Database and Software Development, Didactics and Communication in Bioinformatics,Career Mentoring in Bioinformatics","Basic, Intermediate"
08/11/2023 14:15:31,Yes,I am white,Man / Male (Cisgender),Rio Grande do Sul (RS),Master / Master Student,User,Clinical Analysis,,,,1,7,4,4,2,7,7,"DNA and Genomics, RNA and Transcriptomics, Epigenomics, Database and Software Development, Molecular Basis of Cancer, Personalized Medicine, Didactics and Communication in Bioinformatics",Advanced
08/11/2023 15:17:38,Yes,I am white,Woman / Female (Cisgender),Rio Grande do Norte (RN),PhD / PhD Student,Scientist,,Academic in the field of computational biology and related areas,,,7,5,7,7,7,1,7,"DNA and Genomics, RNA and Transcriptomics, Proteins and Proteomics,  Artificial Intelligence and Data Science in Bioinformatics,  Structural Biology and Modeling,Career Mentoring in Bioinformatics","Basic, Intermediate"
08/11/2023 15:26:37,Yes,I am white,Woman / Female (Cisgender),Espírito Santo (ES),Master / Master Student,User,Academic,,,,7,7,7,5,7,5,6,"DNA and Genomics, Metagenomics and Microbiome, RNA and Transcriptomics, Epigenomics, Proteins and Proteomics, Metabolomics and Systems Biology,  Artificial Intelligence and Data Science in Bioinformatics, Molecular Basis of Cancer, Personalized Medicine,  Structural Biology and Modeling",Intermediate
08/11/2023 15:31:19,Yes,I am white,Man / Male (Cisgender),Rio Grande do Norte (RN),Master / Master Student,Scientist,,Academic in the field of computational biology and related areas,,,4,7,4,2,7,2,4,"DNA and Genomics, Phylogeny and Evolution, RNA and Transcriptomics, Epigenomics,  Artificial Intelligence and Data Science in Bioinformatics, Molecular Basis of Cancer, Personalized Medicine",Advanced
08/11/2023 15:37:29,Yes,I am white,Woman / Female (Cisgender),Goiás (GO),PhD / PhD Student,User,Academic,,,,7,7,4,7,7,7,5,"DNA and Genomics, Epigenomics, Proteins and Proteomics, Personalized Medicine,  Structural Biology and Modeling",Intermediate
08/11/2023 16:44:47,Yes,I am brown-skinned,Woman / Female (Cisgender),Resido fora do Brasil,PhD / PhD Student,User,Academic,,,,5,7,7,5,7,5,7,"DNA and Genomics, RNA and Transcriptomics, Epigenomics,  Artificial Intelligence and Data Science in Bioinformatics","Intermediate, Advanced"
08/11/2023 19:45:58,Yes,I am brown-skinned,Woman / Female (Cisgender),Maranhão (MA),Posdoc,User,Professor,,,,7,4,5,7,7,7,7,"DNA and Genomics, Phylogeny and Evolution, Metagenomics and Microbiome, RNA and Transcriptomics, Epigenomics, Proteins and Proteomics, Metabolomics and Systems Biology,  Artificial Intelligence and Data Science in Bioinformatics",Intermediate
09/11/2023 00:27:53,Yes,I am white,Man / Male (Cisgender),Minas Gerais (MG),Bachelor / Undergraduate Student,Scientist,,Core facility scientist,,,3,7,6,5,4,4,7,"DNA and Genomics, RNA and Transcriptomics, Proteins and Proteomics,  Artificial Intelligence and Data Science in Bioinformatics, Database and Software Development, Personalized Medicine,  Structural Biology and Modeling",Intermediate
09/11/2023 09:25:03,Yes,I am brown-skinned,Man / Male (Cisgender),Amapá (AP),PhD / PhD Student,User,Academic,,,,3,7,7,5,7,7,7,"DNA and Genomics, Phylogeny and Evolution, RNA and Transcriptomics, Database and Software Development,  Structural Biology and Modeling,Career Mentoring in Bioinformatics","Basic, Intermediate, Advanced"
09/11/2023 11:44:36,Yes,I am white,Woman / Female (Cisgender),Resido fora do Brasil,PhD / PhD Student,User,Academic,,,,1,7,6,1,1,1,1,"DNA and Genomics, Phylogeny and Evolution, Metagenomics and Microbiome, RNA and Transcriptomics, Metabolomics and Systems Biology",Basic
09/11/2023 12:36:19,Yes,I am white,Woman / Female (Cisgender),Paraná (PR),Master / Master Student,User,Academic,,,,4,6,5,6,7,6,5,"DNA and Genomics,  Artificial Intelligence and Data Science in Bioinformatics, Molecular Basis of Cancer, Personalized Medicine,Career Mentoring in Bioinformatics",Intermediate
09/11/2023 17:43:35,No,,,,,,,,,,,,,,,,,,
09/11/2023 17:47:21,Yes,I am brown-skinned,Man / Male (Cisgender),São Paulo (SP),Master / Master Student,User,Academic,,,,1,7,7,2,7,2,7,"DNA and Genomics, Phylogeny and Evolution, Metagenomics and Microbiome, RNA and Transcriptomics, Epigenomics,  Artificial Intelligence and Data Science in Bioinformatics","Basic, Intermediate"
09/11/2023 17:48:45,Yes,I am white,Woman / Female (Cisgender),São Paulo (SP),Bachelor / Undergraduate Student,Developer,,,,Bioinformatics software developer/engineer,1,7,5,3,7,5,6,"DNA and Genomics, Phylogeny and Evolution, Metagenomics and Microbiome, RNA and Transcriptomics, Epigenomics, Proteins and Proteomics, Metabolomics and Systems Biology,  Artificial Intelligence and Data Science in Bioinformatics, Database and Software Development","Intermediate, Advanced"
09/11/2023 17:51:16,Yes,I am white,Woman / Female (Cisgender),São Paulo (SP),Bachelor / Undergraduate Student,User,Academic,,,,4,5,6,4,7,7,7,"DNA and Genomics, Phylogeny and Evolution, Metagenomics and Microbiome, RNA and Transcriptomics, Epigenomics, Personalized Medicine",Intermediate
09/11/2023 18:04:23,Yes,I am white,Woman / Female (Cisgender),São Paulo (SP),Bachelor / Undergraduate Student,User,Clinical Analysis,,,,1,1,5,3,7,7,7,"DNA and Genomics, Phylogeny and Evolution, Metagenomics and Microbiome, RNA and Transcriptomics, Epigenomics, Proteins and Proteomics, Personalized Medicine,  Structural Biology and Modeling,Career Mentoring in Bioinformatics","Basic, Intermediate"
09/11/2023 18:54:34,Yes,I am white,Woman / Female (Cisgender),São Paulo (SP),Bachelor / Undergraduate Student,User,Academic,,,,7,7,7,7,7,7,7,"DNA and Genomics, Metagenomics and Microbiome, RNA and Transcriptomics, Proteins and Proteomics, Metabolomics and Systems Biology,  Artificial Intelligence and Data Science in Bioinformatics, Molecular Basis of Cancer, Personalized Medicine, Didactics and Communication in Bioinformatics",Basic
10/11/2023 11:38:59,Yes,I am white,Woman / Female (Cisgender),São Paulo (SP),Bachelor / Undergraduate Student,User,Academic,,,,7,2,2,3,3,2,1,"DNA and Genomics, Phylogeny and Evolution, Metagenomics and Microbiome, RNA and Transcriptomics, Epigenomics, Proteins and Proteomics, Metabolomics and Systems Biology,  Artificial Intelligence and Data Science in Bioinformatics, Database and Software Development, Molecular Basis of Cancer, Personalized Medicine, Didactics and Communication in Bioinformatics,  Structural Biology and Modeling,Career Mentoring in Bioinformatics",Basic
10/11/2023 16:04:19,Yes,I am white,Man / Male (Cisgender),São Paulo (SP),Master / Master Student,Scientist,,Academic in the field of computational biology and related areas,,,5,7,7,6,6,6,7,"Phylogeny and Evolution, Metagenomics and Microbiome, RNA and Transcriptomics,  Artificial Intelligence and Data Science in Bioinformatics, Didactics and Communication in Bioinformatics",Intermediate
11/11/2023 11:24:42,Yes,I am white,Woman / Female (Cisgender),Bahia (BA),Posdoc,Scientist,,Core facility scientist,Scientific entrepreneur,,2,4,5,5,2,6,6," Artificial Intelligence and Data Science in Bioinformatics, Database and Software Development, Personalized Medicine, Didactics and Communication in Bioinformatics,Career Mentoring in Bioinformatics",Intermediate
13/11/2023 07:32:51,Yes,I am white,Woman / Female (Cisgender),São Paulo (SP),Bachelor / Undergraduate Student,User,Academic,,,,7,7,7,5,7,7,7,"Phylogeny and Evolution, Metagenomics and Microbiome, RNA and Transcriptomics, Epigenomics, Proteins and Proteomics, Metabolomics and Systems Biology,  Artificial Intelligence and Data Science in Bioinformatics, Database and Software Development, Didactics and Communication in Bioinformatics,  Structural Biology and Modeling",Intermediate
13/11/2023 11:51:02,Yes,I am white,Woman / Female (Cisgender),Rio de Janeiro (RJ),Posdoc,User,Academic,,,,2,6,6,3,4,2,3,"DNA and Genomics, RNA and Transcriptomics, Epigenomics, Metabolomics and Systems Biology,  Artificial Intelligence and Data Science in Bioinformatics, Molecular Basis of Cancer, Personalized Medicine,  Structural Biology and Modeling",Advanced
13/11/2023 14:20:03,Yes,I am yellow,Woman / Female (Cisgender),Minas Gerais (MG),PhD / PhD Student,User,Clinical Analysis,,,,4,5,6,7,7,4,4,"DNA and Genomics, Phylogeny and Evolution, Metagenomics and Microbiome,  Artificial Intelligence and Data Science in Bioinformatics,Career Mentoring in Bioinformatics",Intermediate
13/11/2023 14:43:21,Yes,I am white,Woman / Female (Cisgender),Espírito Santo (ES),Professor / PI,Scientist,,Educator in computational biology and related fields.,Educator in Genetics/Genomics and Biotechnology,,3,7,7,2,2,2,4," Artificial Intelligence and Data Science in Bioinformatics, Database and Software Development, Personalized Medicine",Intermediate
13/11/2023 15:40:57,Yes,I am brown-skinned,Woman / Female (Cisgender),Espírito Santo (ES),Master / Master Student,User,Academic,,,,7,7,7,7,6,7,6,"DNA and Genomics, Epigenomics, Proteins and Proteomics,  Artificial Intelligence and Data Science in Bioinformatics, Database and Software Development, Didactics and Communication in Bioinformatics",Intermediate
14/11/2023 07:11:38,Yes,I am brown-skinned,Man / Male (Cisgender),Resido fora do Brasil,PhD / PhD Student,User,Academic,,,,3,7,7,2,4,2,4,"Proteins and Proteomics,  Artificial Intelligence and Data Science in Bioinformatics, Molecular Basis of Cancer,  Structural Biology and Modeling",Basic
14/11/2023 09:44:24,Yes,I prefer not to answer,Man / Male (Cisgender),Pará (PA),Master / Master Student,User,Academic,,,,6,7,7,3,5,3,3,"DNA and Genomics, Phylogeny and Evolution,  Artificial Intelligence and Data Science in Bioinformatics, Database and Software Development",Basic
14/11/2023 12:09:37,Yes,I am brown-skinned,Woman / Female (Cisgender),Goiás (GO),Technician / Specialist,User,Academic,,,,1,7,7,4,7,4,7,"DNA and Genomics, Phylogeny and Evolution, Metagenomics and Microbiome, RNA and Transcriptomics, Epigenomics, Proteins and Proteomics, Metabolomics and Systems Biology,  Artificial Intelligence and Data Science in Bioinformatics, Database and Software Development, Molecular Basis of Cancer, Personalized Medicine, Didactics and Communication in Bioinformatics,  Structural Biology and Modeling,Career Mentoring in Bioinformatics",Basic
14/11/2023 13:21:06,Yes,I am black,Man / Male (Cisgender),Pará (PA),Bachelor / Undergraduate Student,User,Academic,,,,5,7,7,3,6,4,6,"DNA and Genomics, Phylogeny and Evolution, Metagenomics and Microbiome, RNA and Transcriptomics, Epigenomics, Metabolomics and Systems Biology,  Artificial Intelligence and Data Science in Bioinformatics, Database and Software Development, Molecular Basis of Cancer, Personalized Medicine,  Structural Biology and Modeling","Basic, Intermediate, Advanced"
15/11/2023 10:51:15,Yes,I prefer not to answer,I prefer not to answer,Minas Gerais (MG),PhD / PhD Student,User,Professor,,,,3,3,3,3,2,2,2," Artificial Intelligence and Data Science in Bioinformatics, Database and Software Development,  Structural Biology and Modeling",Intermediate
15/11/2023 14:23:19,Yes,I am black,Woman / Female (Cisgender),Mato Grosso do Sul (MS),Bachelor / Undergraduate Student,User,Academic,,,,5,6,6,4,6,6,7,"DNA and Genomics, Metagenomics and Microbiome, RNA and Transcriptomics, Epigenomics, Proteins and Proteomics, Metabolomics and Systems Biology,  Artificial Intelligence and Data Science in Bioinformatics, Molecular Basis of Cancer, Personalized Medicine,  Structural Biology and Modeling,Career Mentoring in Bioinformatics","Basic, Intermediate, Advanced"
16/11/2023 14:57:18,Yes,I am brown-skinned,Woman / Female (Cisgender),Espírito Santo (ES),Master / Master Student,User,Professor,,,,4,7,6,4,4,4,6,"DNA and Genomics, Phylogeny and Evolution,  Artificial Intelligence and Data Science in Bioinformatics, Database and Software Development, Didactics and Communication in Bioinformatics",Intermediate
16/11/2023 16:39:17,Yes,I am white,Man / Male (Cisgender),São Paulo (SP),Bachelor / Undergraduate Student,Scientist,,Academic in the field of computational biology and related areas,,,2,2,3,2,2,2,3,"DNA and Genomics, Phylogeny and Evolution, Metagenomics and Microbiome, RNA and Transcriptomics, Epigenomics, Proteins and Proteomics, Metabolomics and Systems Biology,  Artificial Intelligence and Data Science in Bioinformatics, Molecular Basis of Cancer, Personalized Medicine,  Structural Biology and Modeling","Basic, Intermediate, Advanced"
16/11/2023 16:53:06,Yes,I am brown-skinned,Woman / Female (Cisgender),Resido fora do Brasil,PhD / PhD Student,Scientist,,Academic in the field of computational biology and related areas,,,5,6,6,5,6,4,6,"Proteins and Proteomics,  Artificial Intelligence and Data Science in Bioinformatics, Personalized Medicine,  Structural Biology and Modeling",Intermediate
16/11/2023 16:55:12,Yes,I am white,Man / Male (Cisgender),Rio Grande do Sul (RS),PhD / PhD Student,User,Academic,,,,7,7,7,2,7,5,7,"DNA and Genomics, Phylogeny and Evolution, Metagenomics and Microbiome, RNA and Transcriptomics, Epigenomics, Proteins and Proteomics, Metabolomics and Systems Biology, Database and Software Development, Personalized Medicine,  Structural Biology and Modeling","Intermediate, Advanced"
16/11/2023 17:11:19,Yes,I am white,Woman / Female (Cisgender),Mato Grosso do Sul (MS),PhD / PhD Student,Scientist,,Academic in the field of computational biology and related areas,,,7,7,7,2,3,1,5,"Proteins and Proteomics,  Artificial Intelligence and Data Science in Bioinformatics,  Structural Biology and Modeling,Career Mentoring in Bioinformatics","Intermediate, Advanced"
16/11/2023 17:24:04,Yes,I am black,Man / Male (Cisgender),Pará (PA),Bachelor / Undergraduate Student,User,Academic,,,,5,7,7,4,5,7,7,"DNA and Genomics, Phylogeny and Evolution, Metagenomics and Microbiome, RNA and Transcriptomics, Epigenomics, Proteins and Proteomics, Metabolomics and Systems Biology,  Artificial Intelligence and Data Science in Bioinformatics, Database and Software Development, Molecular Basis of Cancer, Personalized Medicine,  Structural Biology and Modeling","Basic, Intermediate, Advanced"
16/11/2023 17:24:36,Yes,I am black,Man / Male (Cisgender),Minas Gerais (MG),PhD / PhD Student,User,Academic,,,,7,5,4,2,5,5,5,"Proteins and Proteomics,  Artificial Intelligence and Data Science in Bioinformatics, Didactics and Communication in Bioinformatics,Career Mentoring in Bioinformatics",Basic
16/11/2023 17:59:06,Yes,I am brown-skinned,Woman / Female (Cisgender),Paraíba (PB),Bachelor / Undergraduate Student,User,Academic,,,,2,4,4,3,3,2,7,"DNA and Genomics, Proteins and Proteomics,  Structural Biology and Modeling","Basic, Intermediate"
16/11/2023 17:59:21,Yes,I am black,Man / Male (Cisgender),São Paulo (SP),Bachelor / Undergraduate Student,Scientist,,Academic in the field of computational biology and related areas,,,5,6,4,3,5,4,4,"Phylogeny and Evolution, Metagenomics and Microbiome, RNA and Transcriptomics,  Artificial Intelligence and Data Science in Bioinformatics, Database and Software Development, Molecular Basis of Cancer,Career Mentoring in Bioinformatics",Basic
16/11/2023 18:05:31,Yes,I am white,Woman / Female (Cisgender),São Paulo (SP),Master / Master Student,User,Academic,,,,6,7,7,7,7,6,7,"DNA and Genomics, Metagenomics and Microbiome, RNA and Transcriptomics, Proteins and Proteomics, Metabolomics and Systems Biology,Career Mentoring in Bioinformatics",Basic
16/11/2023 18:08:26,Yes,I am white,Woman / Female (Cisgender),São Paulo (SP),Bachelor / Undergraduate Student,User,Academic,,,,2,3,3,2,1,2,2,"Proteins and Proteomics, Metabolomics and Systems Biology, Database and Software Development, Didactics and Communication in Bioinformatics,  Structural Biology and Modeling",Basic
16/11/2023 19:24:52,Yes,I am brown-skinned,Man / Male (Cisgender),Amazônas (AM),Bachelor / Undergraduate Student,User,Academic,,,,7,5,5,3,6,3,3,"DNA and Genomics, Metagenomics and Microbiome, Proteins and Proteomics, Database and Software Development, Molecular Basis of Cancer,  Structural Biology and Modeling,Career Mentoring in Bioinformatics",Basic
16/11/2023 20:10:51,Yes,I am brown-skinned,Man / Male (Cisgender),Minas Gerais (MG),Master / Master Student,User,Professor,,,,7,7,7,2,7,2,7,"DNA and Genomics, Phylogeny and Evolution, Metagenomics and Microbiome, RNA and Transcriptomics, Proteins and Proteomics, Metabolomics and Systems Biology,  Artificial Intelligence and Data Science in Bioinformatics, Database and Software Development, Molecular Basis of Cancer, Personalized Medicine, Didactics and Communication in Bioinformatics,  Structural Biology and Modeling","Intermediate, Advanced"
16/11/2023 20:51:28,Yes,I am brown-skinned,Woman / Female (Cisgender),São Paulo (SP),PhD / PhD Student,User,Academic,,,,7,5,5,6,5,5,4,"DNA and Genomics, Metagenomics and Microbiome, RNA and Transcriptomics, Epigenomics, Proteins and Proteomics, Metabolomics and Systems Biology,  Artificial Intelligence and Data Science in Bioinformatics, Database and Software Development, Personalized Medicine,  Structural Biology and Modeling","Basic, Intermediate, Advanced"
16/11/2023 21:03:01,Yes,I am white,Woman / Female (Cisgender),Minas Gerais (MG),Posdoc,User,Academic,,,,3,7,7,6,7,3,7,"Epigenomics,  Artificial Intelligence and Data Science in Bioinformatics, Database and Software Development, Molecular Basis of Cancer,  Structural Biology and Modeling",Intermediate
17/11/2023 12:17:45,Yes,I am brown-skinned,Man / Male (Cisgender),Pernambuco (PE),Bachelor / Undergraduate Student,User,Academic,,,,5,6,7,5,7,7,7,"DNA and Genomics, Proteins and Proteomics,  Artificial Intelligence and Data Science in Bioinformatics, Molecular Basis of Cancer, Didactics and Communication in Bioinformatics,  Structural Biology and Modeling","Basic, Intermediate"
17/11/2023 12:30:03,Yes,I am brown-skinned,Woman / Female (Cisgender),Goiás (GO),Technician / Specialist,User,Academic,,,,2,7,7,4,7,5,7,"DNA and Genomics, Phylogeny and Evolution, Metagenomics and Microbiome, RNA and Transcriptomics, Epigenomics, Proteins and Proteomics, Metabolomics and Systems Biology,  Artificial Intelligence and Data Science in Bioinformatics, Database and Software Development, Molecular Basis of Cancer, Personalized Medicine,  Structural Biology and Modeling,Career Mentoring in Bioinformatics",Basic
17/11/2023 12:30:19,Yes,I am white,Woman / Female (Cisgender),Minas Gerais (MG),Posdoc,User,Professor,,,,5,7,7,3,7,7,7,"DNA and Genomics, Phylogeny and Evolution, RNA and Transcriptomics, Epigenomics, Database and Software Development, Molecular Basis of Cancer",Intermediate
17/11/2023 13:42:19,Yes,I am yellow,Woman / Female (Cisgender),Resido fora do Brasil,Bachelor / Undergraduate Student,User,Clinical Analysis,,,,7,3,5,3,7,7,7,"Proteins and Proteomics,  Artificial Intelligence and Data Science in Bioinformatics, Personalized Medicine,  Structural Biology and Modeling",Advanced
18/11/2023 20:05:36,Yes,I prefer not to answer,I prefer not to answer,Rio de Janeiro (RJ),Master / Master Student,User,Academic,,,,4,4,7,4,7,7,7,"DNA and Genomics, Phylogeny and Evolution, Metagenomics and Microbiome, RNA and Transcriptomics, Epigenomics, Personalized Medicine,  Structural Biology and Modeling,Career Mentoring in Bioinformatics",Basic
20/11/2023 05:32:45,Yes,I am white,Woman / Female (Cisgender),Espírito Santo (ES),Bachelor / Undergraduate Student,User,Academic,,,,7,7,5,5,6,5,6,"Proteins and Proteomics, Metabolomics and Systems Biology,  Artificial Intelligence and Data Science in Bioinformatics,  Structural Biology and Modeling",Intermediate
20/11/2023 10:04:09,Yes,I am white,Man / Male (Cisgender),São Paulo (SP),Bachelor / Undergraduate Student,User,Academic,,,,7,7,7,3,6,6,7,"DNA and Genomics, Phylogeny and Evolution, Proteins and Proteomics,  Artificial Intelligence and Data Science in Bioinformatics, Database and Software Development, Molecular Basis of Cancer, Didactics and Communication in Bioinformatics,  Structural Biology and Modeling,Career Mentoring in Bioinformatics",Basic
20/11/2023 10:22:54,Yes,I am brown-skinned,Woman / Female (Cisgender),Minas Gerais (MG),PhD / PhD Student,User,Academic,,,,4,5,7,2,1,1,5,"DNA and Genomics, Phylogeny and Evolution, Metagenomics and Microbiome, Proteins and Proteomics, Metabolomics and Systems Biology,  Artificial Intelligence and Data Science in Bioinformatics, Database and Software Development, Personalized Medicine,  Structural Biology and Modeling","Basic, Intermediate"
20/11/2023 10:54:04,Yes,I am white,Man / Male (Cisgender),Rio de Janeiro (RJ),Master / Master Student,Scientist,,Academic in the field of computational biology and related areas,,,3,6,6,7,7,7,7," Artificial Intelligence and Data Science in Bioinformatics, Database and Software Development",Advanced
20/11/2023 11:07:38,Yes,I prefer not to answer,Man / Male (Cisgender),Ceará (CE),PhD / PhD Student,User,Academic,,,,7,7,7,1,1,1,3,Proteins and Proteomics,Intermediate
20/11/2023 11:50:48,Yes,I am white,Woman / Female (Cisgender),Rio Grande do Sul (RS),Professor / PI,User,Academic,,,,4,7,7,4,5,4,6,"DNA and Genomics, Phylogeny and Evolution, Metagenomics and Microbiome, Database and Software Development","Basic, Intermediate"
20/11/2023 12:02:17,Yes,I am white,Woman / Female (Cisgender),Rio Grande do Sul (RS),Technician / Specialist,User,Academic,,,,4,7,5,5,7,5,6,"Metagenomics and Microbiome, Proteins and Proteomics, Metabolomics and Systems Biology, Database and Software Development",Basic
20/11/2023 13:03:04,Yes,I am white,I prefer not to answer,Rio Grande do Sul (RS),Bachelor / Undergraduate Student,User,Academic,,,,7,7,7,7,7,7,7,"DNA and Genomics, Phylogeny and Evolution, Metagenomics and Microbiome, RNA and Transcriptomics, Proteins and Proteomics,  Artificial Intelligence and Data Science in Bioinformatics,  Structural Biology and Modeling",Intermediate
20/11/2023 13:29:38,Yes,I am white,Woman / Female (Cisgender),Rio Grande do Sul (RS),Bachelor / Undergraduate Student,User,Biocuration,,,,7,5,5,5,7,5,5,"DNA and Genomics, Phylogeny and Evolution, Epigenomics,  Artificial Intelligence and Data Science in Bioinformatics, Molecular Basis of Cancer, Personalized Medicine,Career Mentoring in Bioinformatics","Basic, Intermediate"
20/11/2023 13:34:05,Yes,I am white,Man / Male (Cisgender),Rio Grande do Sul (RS),Bachelor / Undergraduate Student,User,Academic,,,,7,7,7,7,7,7,7,"DNA and Genomics, RNA and Transcriptomics, Epigenomics, Proteins and Proteomics, Molecular Basis of Cancer,  Structural Biology and Modeling",Basic
